refseq	HLD_85_R1	HLD_80_R1	HLD_72_2_R1	HLD_47_R1	HLD_28_R1	HLD_23_R1	HLD_112_R1	HLD_111_2_R1	HLD_102_R1	HLD_100_R1	CL_177_R1	CL_173_2_R1	CL_169_BL_R1	CL_166_BL_R2_R1	CL_165_R1	CL_160_R1	CL_144_2_R1	CL_141_BL_R2_R1	CL_139_BL_2_R1	CL_119_R1	subsys4	subsys1	subsys2	subsys3
1173102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L-aminoadipate-semialdehyde dehydrogenase large subunit (EC 1.2.1.31)	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_degradation
1253075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sulfate adenylyltransferase, dissimilatory-type (EC 2.7.7.4)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1910013	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	Phosphatase NagD predicted to act in N-acetylglucosamine utilization subsystem	Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization
580550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	Sirohydrochlorin ferrochelatase (EC 4.99.1.4)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Heme_and_Siroheme_Biosynthesis
850098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cobalamin biosynthesis protein BluB	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin_synthesis
704486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Nitrogenase vanadium-cofactor synthesis protein VnfE	Nitrogen Metabolism	NA	Nitrogen_fixation
1435779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DNA polymerase III theta subunit (EC 2.7.7.7)	DNA Metabolism	DNA replication	DNA-replication
1588709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ABC efflux pump, fused inner membrane and ATPase subunits in pyochelin gene cluster	Iron acquisition and metabolism	Siderophores	Siderophore_pyochelin
1395024_Parabacteroides_CP000140.1|ABR44773.1	44	0	0	108	4	25	0	40	1	58	10	9	3	61	21	3	2	0	1	0	Periplasmic beta-glucosidase (EC 3.2.1.21)	Carbohydrates	Di- and oligosaccharides	Beta-Glucoside_Metabolism
1249172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hypothetical protein ywlG	Clustering-based subsystems	NA	LMPTP_YwlE_cluster
1816804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	General secretion pathway protein K	Membrane Transport	Protein secretion system, Type II	General_Secretion_Pathway
784039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Tetrachloroethene reductive dehalogenase PceA membrane-bound subunit	Respiration	NA	Reductive_Dechlorination
2219532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ApaG protein	Clustering-based subsystems	NA	EC49-61
905073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sulfur acceptor protein SufE for iron-sulfur cluster assembly	Miscellaneous	Plant-Prokaryote DOE project	COG2363
1896854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	Cell Wall and Capsule	NA	Recycling_of_Peptidoglycan_Amino_Acids
478430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Benzoyl-CoA oxygenase component A	Metabolism of Aromatic Compounds	NA	Benzoate_transport_and_degradation_cluster
2210350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Flp pilus assembly membrane protein TadE	Membrane Transport	Protein secretion system, Type II	Widespread_colonization_island
1672629_Roseburia_HF997660.1|CCZ79078.1	1548	65	416	3204	2	944	0	1376	435	2	40	1313	862	0	196	745	0	14773	173	2	Predicted N6-adenine-specific RNA methylase containing THUMP domain	RNA Metabolism	RNA processing and modification	rRNA_modification_Archaea
128946	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	Conjugative transposon protein TraD	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
1404159	0	0	0	0	0	0	0	0	2	1	0	0	0	47	0	0	0	280	22	0	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	Clustering-based subsystems	Hypothetical lipase related to Phosphatidate metabolism	CBSS-316407.3.peg.1371
260823_Bacteroides_ATFI01000004.1_Bacteroides_cellulosilyticus_WH2_BWH2c4,_whole_genome_shotgun_sequence|orf01082	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hypothetical distantly related to thiol:disulfide interchange protein DsbA	Respiration	NA	Biogenesis_of_c-type_cytochromes
970369	0	1	0	0	0	10	0	0	0	0	39	0	0	45	0	0	0	15	3	0	Putative nucleoside transporter YegT	Carbohydrates	NA	Unknown_carbohydrate_utilization_(_cluster_Yeg_)
474715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RuBisCO operon transcriptional regulator	Carbohydrates	CO2 fixation	CO2_uptake,_carboxysome
323472	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
880463_Eggerthella_CP001726.1|ACV54552.1	19	16	39	12	233	30	169	3	25	49	509	12	43	31	4	6	23	613	33	494	Threonine synthase (EC 4.2.3.1)	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_and_Homoserine_Biosynthesis
674148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Stage III sporulation protein D	Clustering-based subsystems	Clustering-based subsystems	Sporulation-related_Hypotheticals
1258016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fumarate hydratase class II (EC 4.2.1.2)	Carbohydrates	Central carbohydrate metabolism	TCA_Cycle
1806990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Possible D-erythrulose 4-phosphate dehydrogenase EryC (EC 1.1.1.-)	Carbohydrates	Sugar alcohols	Erythritol_utilization
2182591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Chaperone protein EcpD	Membrane Transport	Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	The_usher_protein_HtrE_fimbrial_cluster
1561918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Predicted methyltransferase, DUF43 family	RNA Metabolism	RNA processing and modification	tRNA_modification_Archaea
1122327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Protein involved in catabolism of external DNA	DNA Metabolism	DNA uptake, competence	DNA_processing_cluster
344181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2-deoxyglucose-6-phosphate hydrolase YniC	DNA Metabolism	DNA repair	2-phosphoglycolate_salvage
476399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hemoglobin-like protein HbO	Stress Response	NA	Bacterial_hemoglobins
1914746	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	Sugar kinase YihV	Stress Response	Dessication stress	O-antigen_capsule_important_for_environmental_persistence
160851_Bacteroides_EQ973363.1|EEO56953.1	9	19	0	31	0	0	20	3	4	0	8	25	17	38	205	2	1	12	0	1	L-fuculose phosphate aldolase (EC 4.1.2.17)	Carbohydrates	Monosaccharides	L-fucose_utilization
1822466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ureidoglycolate/malate/sulfolactate dehydrogenase family (EC 1.1.1.-)	Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization
548621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CO dehydrogenase/acetyl-CoA synthase, CO dehydrogenase subunit (EC 1.2.99.2)	Respiration	NA	Carbon_monoxide_induced_hydrogenase
1256698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hypothetical protein YfkK	Clustering-based subsystems	NA	LMPTP_YfkJ_cluster
1700657_Ruminococcus_HE978651.1_Ruminococcus_sp._JC304_genomic_scaffold,_scaffold00001,_whole_genome_shotgun_sequence|orf04476	29	23	41	39	87	15	37	39	153	25	71	11	175	132	22	10	202	923	26	224	Ribonuclease HI-related protein	RNA Metabolism	RNA processing and modification	Ribonuclease_H
1347228	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Lipopolysaccharide 1,6-galactosyltransferase (EC 2.4.1.-)	Cell Wall and Capsule	Gram-Negative cell wall components	LOS_core_oligosaccharide_biosynthesis
1194253	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	24	0	0	0	0	Ribose 5-phosphate isomerase A (EC 5.3.1.6)	Carbohydrates	Monosaccharides	D-ribose_utilization
1960774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Glucosamine-6-phosphate deaminase [isomerizing], alternative (EC 3.5.99.6)	Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization
1710389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Transmembrane component CbrV of energizing module of predicted cobalamin ECF transporter	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme_B12_biosynthesis
12207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1577499	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	Multidrug efflux transporter MexB	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	MexA-MexB-OprM_Multidrug_Efflux_System
1483600_Porphyromonas_KL544023.1|KEJ84238.1	2	0	0	9	3	6	0	6	1	9	0	3	0	3	7	1	0	1	0	0	LSU ribosomal protein L10p (P0)	Protein Metabolism	Protein biosynthesis	Ribosome_LSU_bacterial
1953296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Periplasmic aromatic aldehyde oxidoreductase, iron-sulfur subunit YagT	Cofactors, Vitamins, Prosthetic Groups, Pigments	NA	Molybdopterin_cytosine_dinucleotide
195354_Bacteroides_DS995511.1|EEC52196.1	30	0	0	0	7	37	0	0	0	5	5	0	1	0	0	0	0	0	0	0	Anaerobic glycerol-3-phosphate dehydrogenase subunit B (EC 1.1.5.3)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
1576340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	alginate o-acetyltransferase AlgF	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Alginate_metabolism
1520634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hypothetical Nudix-like regulator	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD_regulation
2201995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ribosome recycling factor	Protein Metabolism	Protein biosynthesis	Translation_termination_factors_bacterial
2197705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme_B12_biosynthesis
1247389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sirohydrochlorin cobaltochelatase (EC 4.99.1.3)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme_B12_biosynthesis
2060206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	dATP pyrophosphohydrolase NudB (EC 3.6.1.-)	Nucleosides and Nucleotides	Purines	Purine_conversions
981214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Putative carbohydrate kinase in cluster with fructose-bisphosphate aldolase	Carbohydrates	Polysaccharides	Unknown_carbohydrate_utilization_containing_Fructose-bisphosphate_aldolase
1118212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hydantoin permease	Nucleosides and Nucleotides	NA	Hydantoin_metabolism
533170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Aconitate hydratase large subunit (EC 4.2.1.3)	Carbohydrates	Central carbohydrate metabolism	TCA_Cycle
1768340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DNA replication helicase protein MCM	DNA Metabolism	DNA replication	DNA_replication,_archaeal
843084_Dorea_DS264402.1|EDM62150.1	78	44	304	1	582	325	46	119	101	141	178	297	334	0	46	79	0	0	684	846	Stage III sporulation protein AH	Dormancy and Sporulation	NA	Sporulation_gene_orphans
611561	0	2	0	0	0	9	0	0	0	3	41	1	3	42	1	3	0	10	4	0	Predicted L-rhamnose ABC transporter, transmembrane component 1	Carbohydrates	Monosaccharides	L-rhamnose_utilization
1802361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Transcriptional activator protein LuxR	Miscellaneous	NA	Luciferases
1116792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Aldehyde dehydrogenase in Methylamine utilization cluster	Clustering-based subsystems	Methylamine utilization	CBSS-265072.7.peg.546
497033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phage terminase	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage_packaging_machinery
2114624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Putative ABC transporter ATP-binding protein, spy1790 homolog	Iron acquisition and metabolism	NA	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives
662829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Signal transduction histidine kinase HoxJ (hydrogenase regulation)	Respiration	Electron donating reactions	Hydrogenases
965833	0	1	11	0	0	0	0	1	1	0	74	0	0	534	0	2	1	96	13	0	Ethanolamine utilization protein EutG	Carbohydrates	Sugar alcohols	Ethanolamine_utilization
1124693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Kappa-fimbriae chaperone protein	Virulence	Fimbriae of the Chaperone/Usher Assembly Pathway	&#954;-Fimbriae
1119920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N-acetylglucosamine regulated methyl-accepting chemotaxis protein	Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization
888396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MSHA biogenesis protein MshK	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	Mannose-sensitive_hemagglutinin_type_4_pilus
1947050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Maleate cis-trans isomerase (EC 5.2.1.1)	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	Salicylate_and_gentisate_catabolism
2125712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	DinG family ATP-dependent helicase YoaA	DNA Metabolism	DNA repair	DNA_repair,_bacterial_DinG_and_relatives
2163576	0	3	0	11	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0	0	Ascorbate-specific PTS system, EIIC component	Carbohydrates	Monosaccharides	L-ascorbate_utilization_(and_related_gene_clusters)
2226975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Heat shock protein 60 family co-chaperone GroES	Protein Metabolism	Protein folding	GroEL_GroES
890835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Nitrite reductase associated c-type cytochorome NirN	Nitrogen Metabolism	NA	Dissimilatory_nitrite_reductase
821295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions
1139087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L-fucose isomerase (EC 5.3.1.25)	Carbohydrates	Monosaccharides	L-fucose_utilization
2090006	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	1	Beta-lactamase class A	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Beta-lactamase
557769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_Acid_Biosynthesis_FASII
2252875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hemophore HasA outer membrane receptor HasR	Protein Metabolism	Secretion	Protein_secretion_by_ABC-type_exporters
719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)	Cell Wall and Capsule	Capsular and extracellular polysacchrides	dTDP-rhamnose_synthesis
1424585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Capsular polysaccharide synthesis enzyme CpsC, polysaccharide export	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Vibrio_Polysaccharide_(VPS)_Biosynthesis
2186108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Inactive homolog of metal-dependent proteases, putative molecular chaperone	Cell Wall and Capsule	NA	YjeE
1488592	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Arsenical resistance operon trans-acting repressor ArsD	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Arsenic_resistance
2230307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Polymyxin resistance protein ArnC, glycosyl transferase (EC 2.4.-.-)	Cell Wall and Capsule	Gram-Negative cell wall components	Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_)
1581808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FAD-dependent monooxygenase PhzS	Secondary Metabolism	Bacterial cytostatics, differentiation factors and antibiotics	Phenazine_biosynthesis
1363258_Parabacteroides_DS996447.1|EEC97078.1	26	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	Cytochrome c551 peroxidase (EC 1.11.1.5)	Stress Response	Oxidative stress	Protection_from_Reactive_Oxygen_Species
96124_Anaerostipes_KB290639.1|EKY24523.1	10	50	60	64	35	11	537	13	56	149	69	41	161	104	10	1	48	5	107	465	Spore protein YdhD, not involved in spore germination	Dormancy and Sporulation	NA	Spore_germination
1013734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	23	0	543	0	0	Hypothetical protein, SAV0852 homolog [SA bacteriophages 11, Mu50B]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Staphylococcal_phi-Mu50B-like_prophages
1810847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Possible divergent polysaccharide deacetylase	Clustering-based subsystems	NA	CBSS-224911.1.peg.435
815698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rhodanese-like protein ChrE	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Resistance_to_chromium_compounds
1281053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Response regulator CitB of citrate metabolism	Membrane Transport	NA	Citrate_Utilization_System_(CitAB,_CitH,_and_tctABC)
1833451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hypothetical oxidoreductase related to N-acetylglucosamine utilization	Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization
1032224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Petrobactin ABC transporter, periplasmic binding protein	Iron acquisition and metabolism	Siderophores	Petrobactin-mediated_iron_uptake_system
1847335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Arginine pathway regulatory protein ArgR, repressor of arg regulon	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis_extended
994018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Glutamyl endopeptidase precursor (EC 3.4.21.19), serine proteinase SspA	Protein Metabolism	Protein degradation	Serine_endopeptidase_(EC_3.4.21.-)
1469359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Putative curli production protein CsgC	Membrane Transport	Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP)	Curli_production
1012714_Eubacterium_CP001107.1|ACR76272.1	5229	1383	5774	1023	1249	7235	4523	2518	490	3362	5	651	14394	3	90	1133	1041	17285	2701	4246	L,L-diaminopimelate aminotransferase (EC 2.6.1.83)	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_Biosynthesis_DAP_Pathway
1142665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Nitrogen regulation protein NR(I)	Nitrogen Metabolism	NA	Ammonia_assimilation
1371791_Parabacteroides_CDRG01001739.1_Parabacteroides_distasonis_genome_assembly_2b7B_assembly,_contig_CC.2b7_B_rep_c2111,_whole_genome_shotgun_sequence|orf00002	1	1	0	3	0	0	49	1	1	16	0	1	12	7	18	0	0	26	0	0	Conjugative transposon protein TraM	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Conjugative_transposon,_Bacteroidales
449265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	probable iron binding protein from the HesB_IscA_SufA family in Nif operon	Nitrogen Metabolism	NA	Nitrogen_fixation
2053895_Streptococcus_CP002843.1|AEH56710.1	1	6	3	2	0	3	4	1	3	11	1	18	3	4	56	3	1	29	0	12	PTS system, fructose- and mannose-inducible IIA component (EC 2.7.1.69)	Membrane Transport	Sugar Phosphotransferase Systems, PTS	Fructose_and_Mannose_Inducible_PTS
1864651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phage NinX	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage_nin_genes_-_N-independent_survival
1571103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Benzoate-CoA ligase (EC 6.2.1.25)	Metabolism of Aromatic Compounds	NA	Benzoate_transport_and_degradation_cluster
638062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Protein YaiI	Clustering-based subsystems	NA	CBSS-562.2.peg.5158_SK3_including
391486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)	Nucleosides and Nucleotides	NA	Ribonucleotide_reduction
2212034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	Respiration	Electron donating reactions	Respiratory_Complex_I
16279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4'-phosphopantetheinyl transferase (EC 2.7.8.-)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_Acid_Biosynthesis_FASII
2134003	0	0	0	0	0	0	0	0	0	0	5	0	0	15	1	0	0	5	2	0	GDP-L-fucose synthetase (EC 1.1.1.271)	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Capsular_heptose_biosynthesis
1620686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Type IV pilin PilA	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	Type_IV_pilus
461062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TldD family protein, Beta/Gamma-proteobacterial subgroup	Protein Metabolism	Protein degradation	Putative_TldE-TldD_proteolytic_complex
687946	0	4	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	58	0	0	Galactose permease	Carbohydrates	Di- and oligosaccharides	Lactose_and_Galactose_Uptake_and_Utilization
2172993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IncQ plasmid conjugative transfer protein TraG	Virulence	Type III, Type IV, Type VI, ESAT secretion systems	Type_4_secretion_and_conjugative_transfer
468295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Capsular polysaccharide biosynthesis/export periplasmic protein WcbA	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Capsular_Polysaccharides_Biosynthesis_and_Assembly
535326_Clostridiales_BAIC02000208.1_Clostridiales_bacterium_VE202-15_DNA,_contig:_VE202-15_contig00208,_whole_genome_shotgun_sequence|orf00091	4	10	0	1	0	1	0	0	2	0	8	3	0	3	0	2	0	0	5	2	Alpha-1,4-digalacturonate ABC transporter, substrate-binding protein	Carbohydrates	Monosaccharides	D-Galacturonate_and_D-Glucuronate_Utilization
167100	0	0	0	0	0	0	0	0	0	0	0	79	5	0	0	0	0	1147	0	0	RNA polymerase sigma-70 factor	RNA Metabolism	Transcription	Transcription_initiation,_bacterial_sigma_factors
985063	0	0	1	0	0	0	0	0	0	0	45	0	0	127	0	0	0	3	3	0	Protein YkiA	Clustering-based subsystems	NA	CBSS-562.2.peg.5158_SK3_including
838135_Dialister_HF996450.1|CCZ55247.1	15	1045	84	12	32	1	10	508	0	2709	6	0	3	2330	4	20	6	2	11	11	Putative amino-acid transport protein	Virulence, Disease and Defense	NA	C_jejuni_colonization_of_chick_caeca
2234287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phage lysis protein S	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
803312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Menaquinone via futalosine step 3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone_Biosynthesis_via_Futalosine_--_gjo
789886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Outer membrane ferripyoverdine receptor FpvA, TonB-dependent	Iron acquisition and metabolism	Siderophores	Siderophore_Pyoverdine
1106171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FIG003620: Proteophosphoglycan precursor (Fragment)	Miscellaneous	Plant-Prokaryote DOE project	At2g33980_At1g28960
1953959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	putative glycosyltransferase protein	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides	CBSS-258594.1.peg.3339
1419968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cysteine synthase A (EC 2.5.1.47)	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine_Biosynthesis
986583	0	0	0	0	0	17	0	0	0	0	135	0	0	42	0	0	0	7	2	1	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)
