refseq_id	subsys4	subsys1	subsys2	subsys3
1948839	Ribonuclease I precursor (EC 3.1.27.6)	RNA Metabolism	RNA processing and modification	RNA_processing_and_degradation,_bacterial
469408	Exoribonuclease II (EC 3.1.13.1)	RNA Metabolism	RNA processing and modification	RNA_processing_and_degradation,_bacterial
1102872	Ribonuclease III (EC 3.1.26.3)	RNA Metabolism	RNA processing and modification	RNA_processing_and_degradation,_bacterial
2125274	3'-to-5' exoribonuclease RNase R	RNA Metabolism	RNA processing and modification	RNA_processing_and_degradation,_bacterial
1275218	Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)	RNA Metabolism	RNA processing and modification	RNA_processing_and_degradation,_bacterial
721957	Ribonuclease E (EC 3.1.26.12)	RNA Metabolism	RNA processing and modification	RNA_processing_and_degradation,_bacterial
1620683	Ribonuclease E inhibitor RraA	RNA Metabolism	RNA processing and modification	RNA_processing_and_degradation,_bacterial
1854626	Ribonuclease E inhibitor RraB	RNA Metabolism	RNA processing and modification	RNA_processing_and_degradation,_bacterial
344180	3'-to-5' oligoribonuclease (orn)	RNA Metabolism	RNA processing and modification	RNA_processing_and_degradation,_bacterial
1774818	FIG146085: 3'-to-5' oligoribonuclease A, Bacillus type	RNA Metabolism	RNA processing and modification	RNA_processing_and_degradation,_bacterial
1019057	3'-to-5' oligoribonuclease B, Bacillus type	RNA Metabolism	RNA processing and modification	RNA_processing_and_degradation,_bacterial
457742	COG5591: Uncharacterized conserved protein	Clustering-based subsystems	Tricarboxylate transporter	CBSS-49338.1.peg.459
786162	Putative tricarboxylic transport TctC	Clustering-based subsystems	Tricarboxylate transporter	CBSS-49338.1.peg.459
992743	TRAP dicarboxylate transporter, DctM subunit, unknown substrate 8	Clustering-based subsystems	Tricarboxylate transporter	CBSS-49338.1.peg.459
667541	TRAP-type C4-dicarboxylate transport system, large permease component	Clustering-based subsystems	Tricarboxylate transporter	CBSS-49338.1.peg.459
884248	TRAP-type C4-dicarboxylate transport system, periplasmic component	Clustering-based subsystems	Tricarboxylate transporter	CBSS-49338.1.peg.459
892271	TRAP-type uncharacterized transport system, fused permease component	Clustering-based subsystems	Tricarboxylate transporter	CBSS-49338.1.peg.459
824937	Tricarboxylate transport membrane protein TctA	Clustering-based subsystems	Tricarboxylate transporter	CBSS-49338.1.peg.459
1542776	Alanyl-tRNA synthetase (EC 6.1.1.7)	Protein Metabolism	Protein biosynthesis	tRNA_aminoacylation,_Ala
200115	Alanyl-tRNA synthetase domain protein	Protein Metabolism	Protein biosynthesis	tRNA_aminoacylation,_Ala
1736142	Alanyl-tRNA synthetase family protein	Protein Metabolism	Protein biosynthesis	tRNA_aminoacylation,_Ala
463984	Toluene-4-monooxygenase, subunit TmoA	Metabolism of Aromatic Compounds	NA	Toluene_4-monooxygenase_(T4MO)
1294368	Toluene-4-monooxygenase, subunit TmoB	Metabolism of Aromatic Compounds	NA	Toluene_4-monooxygenase_(T4MO)
1292520	Toluene-4-monooxygenase, subunit TmoC	Metabolism of Aromatic Compounds	NA	Toluene_4-monooxygenase_(T4MO)
460607	Toluene-4-monooxygenase, subunit TmoD	Metabolism of Aromatic Compounds	NA	Toluene_4-monooxygenase_(T4MO)
434435	Toluene-4-monooxygenase, subunit TmoE	Metabolism of Aromatic Compounds	NA	Toluene_4-monooxygenase_(T4MO)
20243	Toluene-4-monooxygenase, subunit TmoF	Metabolism of Aromatic Compounds	NA	Toluene_4-monooxygenase_(T4MO)
1259845	AA3-600 quinol oxidase subunit I	Respiration	Electron accepting reactions	Terminal_AA3-600_quinol_oxidase
1246023	AA3-600 quinol oxidase subunit II	Respiration	Electron accepting reactions	Terminal_AA3-600_quinol_oxidase
1247504	AA3-600 quinol oxidase subunit IIII	Respiration	Electron accepting reactions	Terminal_AA3-600_quinol_oxidase
1255405	AA3-600 quinol oxidase subunit IV	Respiration	Electron accepting reactions	Terminal_AA3-600_quinol_oxidase
1109643	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	Carbohydrates	Fermentation	Acetone_Butanol_Ethanol_Synthesis
1733806	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	Carbohydrates	Fermentation	Acetone_Butanol_Ethanol_Synthesis
1068586	3-hydroxybutyryl-CoA dehydratase (EC 4.2.1.55)	Carbohydrates	Fermentation	Acetone_Butanol_Ethanol_Synthesis
1689428	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	Carbohydrates	Fermentation	Acetone_Butanol_Ethanol_Synthesis
995328	Electron transfer flavoprotein, alpha subunit	Carbohydrates	Fermentation	Acetone_Butanol_Ethanol_Synthesis
1868480	Electron transfer flavoprotein, beta subunit	Carbohydrates	Fermentation	Acetone_Butanol_Ethanol_Synthesis
2045940	Alcohol dehydrogenase (EC 1.1.1.1)	Carbohydrates	Fermentation	Acetone_Butanol_Ethanol_Synthesis
2126472	Acetaldehyde dehydrogenase (EC 1.2.1.10)	Carbohydrates	Fermentation	Acetone_Butanol_Ethanol_Synthesis
981573	Acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit (EC 2.8.3.8)	Carbohydrates	Fermentation	Acetone_Butanol_Ethanol_Synthesis
613052	Acetyl-CoA:acetoacetyl-CoA transferase, beta subunit (EC 2.8.3.8)	Carbohydrates	Fermentation	Acetone_Butanol_Ethanol_Synthesis
974647	Acetoacetate metabolism regulatory protein AtoC	Carbohydrates	Fermentation	Acetone_Butanol_Ethanol_Synthesis
1948172	Acetoacetate decarboxylase (EC 4.1.1.4)	Carbohydrates	Fermentation	Acetone_Butanol_Ethanol_Synthesis
851992	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)	Carbohydrates	Fermentation	Acetone_Butanol_Ethanol_Synthesis
2150891	NADH-dependent butanol dehydrogenase B (EC 1.1.1.-)	Carbohydrates	Fermentation	Acetone_Butanol_Ethanol_Synthesis
641220	NADH-dependent butanol dehydrogenase (EC 1.1.1.-)	Carbohydrates	Fermentation	Acetone_Butanol_Ethanol_Synthesis
1299793	Flavanone-3-hydroxylase (EC 1.14.13.21)	Secondary Metabolism	Biosynthesis of phenylpropanoids	Biflavanoid_biosynthesis
474919	Dihydroflavonol-4-reductase (EC 1.1.1.219)	Secondary Metabolism	Biosynthesis of phenylpropanoids	Biflavanoid_biosynthesis
2200780	Quercetin 3-O-methyltransferase 1 (EC 2.1.1.76)	Secondary Metabolism	Biosynthesis of phenylpropanoids	Biflavanoid_biosynthesis
1513532	Melibiose operon regulatory protein	Carbohydrates	Di- and oligosaccharides	Melibiose_Utilization
1768676	Alpha-galactosidase (EC 3.2.1.22)	Carbohydrates	Di- and oligosaccharides	Melibiose_Utilization
703344	Melibiose carrier protein, Na+/melibiose symporter	Carbohydrates	Di- and oligosaccharides	Melibiose_Utilization
2126157	DNA-directed RNA polymerase II largest subunit (EC 2.7.7.6)	RNA Metabolism	Transcription	RNA_polymerase_II
1714548	DNA-directed RNA polymerase II second largest subunit (EC 2.7.7.6)	RNA Metabolism	Transcription	RNA_polymerase_II
1560820	DNA-directed RNA polymerases I, II, and III 15 kDa polypeptide (EC 2.7.7.6)	RNA Metabolism	Transcription	RNA_polymerase_II
1546735	DNA-directed RNA polymerase II 19 kDa polypeptide (EC 2.7.7.6)	RNA Metabolism	Transcription	RNA_polymerase_II
1550790	DNA-directed RNA polymerase II 13.2 kDa polypeptide (EC 2.7.7.6)	RNA Metabolism	Transcription	RNA_polymerase_II
1422470	Glycerophosphoryl diester phosphodiesterase, periplasmic (EC 3.1.4.46)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
1230216	Glycerol-3-phosphate transporter	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
1127618	Glycerol uptake operon antiterminator regulatory protein	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
1192017	Glycerol uptake facilitator protein	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
1885738	Glycerol kinase (EC 2.7.1.30)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
195354	Anaerobic glycerol-3-phosphate dehydrogenase subunit B (EC 1.1.5.3)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
1898009	Anaerobic glycerol-3-phosphate dehydrogenase subunit A (EC 1.1.5.3)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
85378	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
475265	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
1475804	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
1804590	Glycerol-3-phosphate regulon repressor, DeoR family	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
1868485	Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
335376	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
1166576	GlpG protein (membrane protein of glp regulon)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
1786429	Glycerol-3-phosphate ABC transporter, permease protein UgpA (TC 3.A.1.1.3)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
2228296	Glycerol-3-phosphate ABC transporter, periplasmic glycerol-3-phosphate-binding protein (TC 3.A.1.1.3)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
1923133	Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
1188250	Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
2118301	Alpha-glycerophosphate oxidase (EC 1.1.3.21)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
1091556	NADH peroxidase (EC 1.11.1.1)	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
1065853	Probable glycerol transport protein	Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization
2119616	FIG006126: DNA helicase, restriction/modification system component YeeB	Clustering-based subsystems	NA	CBSS-316273.3.peg.2378
1224768	FIG045374: Type II restriction enzyme, methylase subunit YeeA	Clustering-based subsystems	NA	CBSS-316273.3.peg.2378
1217884	YeeC-like protein	Clustering-based subsystems	NA	CBSS-316273.3.peg.2378
1983289	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
171847	Cytochrome c nitrite reductase, small subunit NrfH	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
982589	Cytochrome c-type heme lyase subunit nrfE, nitrite reductase complex assembly	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
2216558	Cytochrome c-type heme lyase subunit nrfF, nitrite reductase complex assembly	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1916450	Cytochrome c-type heme lyase subunit nrfG, nitrite reductase complex assembly	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
2197399	Cytochrome c-type protein NapC	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1832184	Cytochrome c-type protein NrfB precursor	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1383824	Cytochrome c552 precursor (EC 1.7.2.2)	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1843351	Ferredoxin-type protein NapF (periplasmic nitrate reductase)	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1385550	Ferredoxin-type protein NapG (periplasmic nitrate reductase)	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1610365	Nitrate ABC transporter, ATP-binding protein	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
445741	Nitrate ABC transporter, nitrate-binding protein	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1797142	Nitrate ABC transporter, permease protein	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
904225	Nitrate reductase cytochrome c550-type subunit	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
2184746	Nitrate/nitrite response regulator protein	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1900764	Nitrate/nitrite sensor protein (EC 2.7.3.-)	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
2155908	Nitrate/nitrite transporter	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1140209	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1868484	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
723618	Nitrite reductase probable [NAD(P)H] subunit (EC 1.7.1.4)	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1172910	Nitrite reductase probable electron transfer 4Fe-S subunit (EC 1.7.1.4)	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
553860	Nitrite transporter NirC	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
10344	Nitrite transporter from formate/nitrite family	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
950002	NrfC protein	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1853538	NrfD protein	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1432533	Periplasmic nitrate reductase component NapD	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1587215	Periplasmic nitrate reductase component NapE	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1907487	Periplasmic nitrate reductase precursor (EC 1.7.99.4)	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
816786	Polyferredoxin NapH (periplasmic nitrate reductase)	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
2206385	Putative thiol:disulfide oxidoreductase, nitrite reductase complex assembly	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
882280	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
2164513	Respiratory nitrate reductase beta chain (EC 1.7.99.4)	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
802139	Respiratory nitrate reductase delta chain (EC 1.7.99.4)	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
2146410	Respiratory nitrate reductase gamma chain (EC 1.7.99.4)	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
518390	Respiratory nitrate reductase subunit, conjectural (EC 1.7.99.4)	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1863919	Response regulator NasT	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
1015153	KH domain RNA binding protein YlqC	Clustering-based subsystems	NA	KH_domain_RNA_binding_protein_YlqC
360667	SSU ribosomal protein S16p	Clustering-based subsystems	NA	KH_domain_RNA_binding_protein_YlqC
1515500	16S rRNA processing protein RimM	Clustering-based subsystems	NA	KH_domain_RNA_binding_protein_YlqC
546985	DNA polymerase X family	Clustering-based subsystems	Recombination related cluster	CBSS-198094.1.peg.4426
763063	Recombination inhibitory protein MutS2	Clustering-based subsystems	Recombination related cluster	CBSS-198094.1.peg.4426
2017510	Ribonuclease HIII (EC 3.1.26.4)	Clustering-based subsystems	Recombination related cluster	CBSS-198094.1.peg.4426
1249288	Possible colicin V production protein	Clustering-based subsystems	Recombination related cluster	CBSS-198094.1.peg.4426
527527	Manganese superoxide dismutase (EC 1.15.1.1)	Stress Response	Oxidative stress	Protection_from_Reactive_Oxygen_Species
67863	Superoxide dismutase [Fe] (EC 1.15.1.1)	Stress Response	Oxidative stress	Protection_from_Reactive_Oxygen_Species
628609	Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1)	Stress Response	Oxidative stress	Protection_from_Reactive_Oxygen_Species
1621052	Catalase (EC 1.11.1.6)	Stress Response	Oxidative stress	Protection_from_Reactive_Oxygen_Species
911288	Peroxidase (EC 1.11.1.7)	Stress Response	Oxidative stress	Protection_from_Reactive_Oxygen_Species
1363258	Cytochrome c551 peroxidase (EC 1.11.1.5)	Stress Response	Oxidative stress	Protection_from_Reactive_Oxygen_Species
821295	(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions
682075	D-Lactate dehydrogenase, cytochrome c-dependent (EC 1.1.2.4)	Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions
1624751	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE	Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions
449212	Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF	Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions
1637342	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions
338316	Glycolate oxidase (EC 1.1.3.15)	Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions
982816	Glycolate permease	Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions
1813187	Glycolate utilization operon transcriptional activator GlcC	Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions
786187	Hydroxypyruvate reductase (EC 1.1.1.81)	Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions
1923845	Hypothetical protein GlcG in glycolate utilization operon	Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions
1318089	Phosphoglycolate phosphatase (EC 3.1.3.18)	Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions
1098678	Phosphoglycolate phosphatase, archaeal type (EC 3.1.3.18)	Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions
588655	Putative phosphoglycolate phosphatase (EC 3.1.3.18 )	Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions
431326	Transcriptional regulator, LysR family, in glycolate utilization operon	Carbohydrates	Central carbohydrate metabolism	Glycolate,_glyoxylate_interconversions
906454	Glucose ABC transport system, periplasmic sugar-binding protein	Carbohydrates	Central carbohydrate metabolism	Peripheral_Glucose_Catabolism_Pathways
1575314	Glucose ABC transport system, inner membrane component 1	Carbohydrates	Central carbohydrate metabolism	Peripheral_Glucose_Catabolism_Pathways
1580703	Glucose ABC transporter, ATP-binding subunit (EC 3.6.3.-)	Carbohydrates	Central carbohydrate metabolism	Peripheral_Glucose_Catabolism_Pathways
1099898	Glucose ABC transport system, inner membrane component 2	Carbohydrates	Central carbohydrate metabolism	Peripheral_Glucose_Catabolism_Pathways
1144113	Integral membrane sensor signal transduction histidine kinase (EC 2.7.13.3), glucose catabolism cluster	Carbohydrates	Central carbohydrate metabolism	Peripheral_Glucose_Catabolism_Pathways
121424	Glucokinase (EC 2.7.1.2)	Carbohydrates	Central carbohydrate metabolism	Peripheral_Glucose_Catabolism_Pathways
1574368	DNA-binding response regulator GltR, controls specific porins for the entry of glucose	Carbohydrates	Central carbohydrate metabolism	Peripheral_Glucose_Catabolism_Pathways
1874639	Glucose-selective porin OprB	Carbohydrates	Central carbohydrate metabolism	Peripheral_Glucose_Catabolism_Pathways
189129	Cyanobacteria-specific RpoD-like sigma factor, type-12	RNA Metabolism	Transcription	Transcription_factors_cyanobacterial_RpoD-like_sigma_factors
1962525	Cyanobacteria-specific RpoD-like sigma factor, type-13	RNA Metabolism	Transcription	Transcription_factors_cyanobacterial_RpoD-like_sigma_factors
103129	RNA polymerase sigma factor RpoD	RNA Metabolism	Transcription	Transcription_factors_cyanobacterial_RpoD-like_sigma_factors
1415722	Isoflavone reductase homolog P3 (EC 1.3.1.-)	Secondary Metabolism	Biosynthesis of phenylpropanoids	Apigenin_derivatives
1315705	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Cyanophycin_Metabolism
724754	Cyanophycin synthase (EC 6.3.2.29)(EC 6.3.2.30)	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Cyanophycin_Metabolism
2210313	Cyanophycin synthase II	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Cyanophycin_Metabolism
1031000	Cyanophycinase (EC 3.4.15.6)	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Cyanophycin_Metabolism
1896856	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	Membrane Transport	ABC transporters	ABC_transporter_dipeptide_(TC_3.A.1.5.2)
329036	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	Membrane Transport	ABC transporters	ABC_transporter_dipeptide_(TC_3.A.1.5.2)
1614813	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	Membrane Transport	ABC transporters	ABC_transporter_dipeptide_(TC_3.A.1.5.2)
1029875	Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	Membrane Transport	ABC transporters	ABC_transporter_dipeptide_(TC_3.A.1.5.2)
896499	Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)	Membrane Transport	ABC transporters	ABC_transporter_dipeptide_(TC_3.A.1.5.2)
1271454	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1711321	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
561828	5-FCL-like protein, but predicted not to be 5-formyltetrahydrofolate cyclo-ligase (5-FCL)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
869436	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
427391	Acetoacetyl-CoA reductase (EC 1.1.1.36)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1109643	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1641737	Aconitate hydratase (EC 4.2.1.3)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1865834	Citrate synthase (si) (EC 2.3.3.1)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1374165	Enolase (EC 4.2.1.11)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
383866	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
2138133	Formiminotetrahydrofolate cyclodeaminase (EC 4.3.1.4)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1897863	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
282243	Fumarate hydratase class I, anaerobic (EC 4.2.1.2)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
361672	GDSL-like lipase/acylhydrolase	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
110839	Glycerate kinase (EC 2.7.1.31)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
2226972	Isocitrate lyase (EC 4.1.3.1)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1476466	Malate dehydrogenase (EC 1.1.1.37)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
44932	Malyl-CoA lyase (EC 4.1.3.24)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1589289	Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1300902	Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
512693	Methylene tetrahydromethanopterin dehydrogenase (EC 1.5.99.9)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1245225	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
302921	Methylmalonyl-CoA mutase (EC 5.4.99.2)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
438120	N(5),N(10)-methenyltetrahydromethanopterin cyclohydrolase (EC 3.5.4.27)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
485753	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1147444	Phosphoglyceromutase	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1386535	Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
481028	Propionyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.3)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
629458	Putative malate dehydrogenase (EC 1.1.1.37), similar to archaeal MJ1425	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
509531	Serine hydroxymethyltransferase (EC 2.1.2.1)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
787697	Serine--glyoxylate aminotransferase (EC 2.6.1.45)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1348122	Serine--pyruvate aminotransferase (EC 2.6.1.51)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
449602	Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
708597	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1501433	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
323472	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1110104	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1611574	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1543670	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
816989	crotonyl-CoA reductase	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
